LON	LAT	NUMBER	STREET	UNIT	CITY	DISTRICT	REGION	POSTCODE	ID	HASH
-66.7314519	45.9631928	4	Barrington Rd		Fredericton			E3C1L8		64bfed56d95459af
-66.6503056	45.9633309	158	Brunswick St		Fredericton			E3B1G6		e781125b25ad7920
-66.73085	45.9631975	7	Senator Dr		Fredericton			E3C1L8		5d80a40c6b984066
-66.7253897	45.9632088	57	Amberwood Ln		Fredericton			E3C1L7		0079677f450f4b3d
-66.6443018	45.963341	358	Queen St		Fredericton			E3B1B2		7b837eac19d93a21
-66.7198433	45.9632214	250	Talisman Cres		Fredericton			E3C1M1		89ce8c300e818569
-66.6603263	45.9633227	6	Manor Crt		Fredericton			E3B2M9		1c5c513fceaf6028
-66.6627828	45.9633201	215	Parkhurst Dr		Fredericton			E3B2J7		1785bedb146be491
-66.6180818	45.963378	264	Gibson St		Fredericton			E3A4E3		52d0d5069f0a987f
-66.7027991	45.9632589	814	Golf Club Rd		Fredericton			E3B7S6		5ade7f65686ce5f1
-66.6472924	45.9633443	250	King St		Fredericton			E3B9M9		0d7d1771b5df1c9b
-66.7703123	45.9631203	59	Mooers Dr		Fredericton			E3C1K9		c92baf5cb9d14d05
-66.6780628	45.9633035	726	Woodstock Rd		Fredericton			E3B5N7		ff18bb03f3f2919a
-66.6465564	45.963352	293	King St		Fredericton			E3B6Z4		5587eca29271dbae
-66.7231765	45.9632302	160	Monteith Dr		Fredericton			E3C1L7		82b8099c8b09279e
-66.6496515	45.9633543	183	Brunswick St		Fredericton			E3B1G7		1bb0ee910a308c8c
-66.7303388	45.96322	625	Springhill Rd		Fredericton			E3C1L8		46afe2844c3ff2dd
-66.6662243	45.9633326	312	Woodstock Rd		Fredericton			E3B2J1		c01f6d84fbda7fab
-66.6923914	45.9632923	78	Duval Crt		Fredericton			E3B6Y7		12188340fbf5b714
-66.6455933	45.9633618	80	Westmorland St		Fredericton			E3B3L3		8af1d92c3e8c7fbe
-66.7219303	45.963239	191	Talisman Cres		Fredericton			E3C1M1		4c0dbdac7853b862
-66.6246501	45.963388	779	Byng St		Fredericton			E3A3H5		55a5d4c762580e7d
-66.6790602	45.9633163	20	Talmadge Crt		Fredericton			E3B6G4		8e8f479922780f63
-66.6225516	45.9633917	791	Devon Ave		Fredericton			E3A3G9		302cd6ab4d405d17
-66.6886551	45.9633017	5	Riverview Crt		Fredericton			E3B5Y6		b059f09429661c3a
-66.6935577	45.9632948	48	Duval Crt		Fredericton			E3B6Y7		ec5368372dba26a6
-66.728026	45.9632322	51	Baybarry St		Fredericton			E3C1L8		092f234bbd8e459c
-66.7681966	45.963151	47	Fairview Dr		Fredericton			E3C1K4		218a6d24eec7dc32
-66.6443812	45.963376	356	Queen St		Fredericton			E3B1B2		14f4989520e60698
-66.7201454	45.9632568	242	Talisman Cres		Fredericton			E3C1M1		cf4d98f4c18f4ace
-66.6487607	45.9633784	134	Northumberland St		Fredericton			E3B1G8		0392eb17ede576f5
